Title,Type,Score,Score Count,Members,Rank,Popularity,Genres,Authors,Synopsis,Link,Date,Page
Hiyokoi,Special,7.27,48794,94513,2786,2083,"Romance, School, Shoujo",Production I.G,"Hiyori, a small and timid girl, goes to school for the first time in a year since an accident left her hospitalized. Follow her as she struggles with her social skills, tries to make friends and maybe even a little bit more...?

(Source: One Manga)",https://myanimelist.net/anime/8768/Hiyokoi,20-11-2023,Top Anime
Hunter x Hunter Movie 1: Phantom Rouge,Movie,7.27,111928,194920,2787,1179,"Action, Adventure, Fantasy, Shounen",Madhouse,"After completing their work at Yorknew City, Leorio Paladiknight and Kurapika investigate the rumored sightings of a boy with scarlet red eyes, as they believe this person to be a member of the now non-existent Kurta Clan. Kurapika hopes to find another survivor of the clan besides himself, but instead ends up losing both his eyes after an attack from someone who seems to be his childhood friend. 

Leorio tends to Kurapika's wounds, and then sends for both Gon Freecss and Killua Zoldyck to help retrieve Kurapika's eyeballs. However, their search brings them face-to-face with the infamous group of thieves known as Phantom Troupe—the same people who massacred the entire Kurta Clan five years ago for their scarlet eyes, which change color during moments of rage. 

Hunter x Hunter Movie 1: Phantom Rouge follows the boys' quest to locate their friend's eyes and catch the thief, causing them to delve deep into Phantom Troupe's past. And in doing so, they encounter a mysterious girl who appears to be linked to it all…

[Written by MAL Rewrite]",https://myanimelist.net/anime/13271/Hunter_x_Hunter_Movie_1__Phantom_Rouge,20-11-2023,Top Anime
Ihatov Gensou: Kenji no Haru,Movie,7.27,2754,8764,2788,6546,"Drama, Slice of Life, Anthropomorphic, Historical",Group TAC,"A unique biographical sketch of the life of the great modern Japanese poet Kenji Miyazawa, Spring and Chaos is a highly stylized and intense film that draws on Miyazawa's writing techniques to tell his life story. Miyazawa often used animals as the main characters in his stories and poems, and it is this technique that allows director Shoji Kawamori to recreate Miyazawa's fanciful land of Ihatov and use it as the backdrop for Miyazawa's life. Beautiful and affecting, Spring and Chaos is a fitting tribute to one of Japan's greatest writers.

(Source: Rotten Tomatoes)",https://myanimelist.net/anime/1206/Ihatov_Gensou__Kenji_no_Haru,20-11-2023,Top Anime
Imouto sae Ireba Ii.,TV,7.27,152744,333052,2789,679,"Comedy, Romance, Ecchi, Adult Cast",SILVER LINK.,"Itsuki Hashima is a light novelist obsessed with little sisters, strictly focusing on them when he writes his stories. Despite his personality, he is surrounded by a tight circle of friends: Nayuta Kani, a genius yet perverted novelist who is in love with him; Haruto Fuwa, a fellow male author whose work has seen considerable success; Miyako Shirakawa, a good friend that he met in college; and Chihiro, his perfect younger step-brother who takes care of the housework and cooking.

Together, they play strange games, go on spontaneous journeys, crack silly jokes, and celebrate each other's successes. However, each individual must also deal with their own issues, whether it is struggling to meet a deadline or coming to terms with traumatic events buried in their past.

[Written by MAL Rewrite]",https://myanimelist.net/anime/35413/Imouto_sae_Ireba_Ii,20-11-2023,Top Anime
Slayers: The Motion Picture,Movie,7.27,13171,24230,2790,4342,"Adventure, Comedy, Fantasy",J.C.Staff,"In this prequel movie to the Slayers televison series, Lina Inverse travels to Mipross Island with her rival/traveling companion Naga the Serpent. While they originally came for the hot springs, they soon find them selves mixed up in a conspiracy involving a mazoku named Joyrock. Years ago, he killed all of the elves that inhabited the island and absorbed their power. They are soon joined by an old mage named Rowdy Gabriev, who was in love with one of the elves slaughtered and also wants to defeat Joyrock. 

(Source: ANN)",https://myanimelist.net/anime/536/Slayers__The_Motion_Picture,20-11-2023,Top Anime
Soukyuu no Fafner: Dead Aggressor - The Beyond,Movie,7.27,1118,7392,2791,7019,"Action, Drama, Sci-Fi, Mecha, Military","Production I.G,             I.Gzwei",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,https://myanimelist.net/anime/34649/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond,20-11-2023,Top Anime
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",Special,7.27,3615,9028,2792,6484,"Comedy, Drama, Idols (Female), Music",A-1 Pictures,The unaired 26th episode bundled with the ninth Blu-ray and DVD volume of The iDOLM@STER Cinderella Girls.,https://myanimelist.net/anime/32174/The_iDOLMSTER_Cinderella_Girls__Anytime_Anywhere_with_Cinderella,20-11-2023,Top Anime
The Sky Crawlers,Movie,7.27,24400,56253,2793,2831,"Award Winning, Drama, Military",Production I.G,"In an alternate timeline, the world has seemingly achieved peace. Bereft of international conflicts, wars are now waged between private corporations in place of peaceful nations. Yuuichi Kannami, a recent transfer in Area 262, simply does his job as a contracted fighter pilot. However, the more time he spends at his new base, the more mysteries come to light.

The Sky Crawlers exhibits this reality through the eyes of Kannami as he endeavors to understand the ""Kildren,"" humans genetically altered to be teenagers forever with faster reflexes, and his predecessor, the ace pilot known as ""Teacher."" However, what troubles Kannami the most is how all this connects to the base commander, Suito Kusanagi. Area 262 has the answers, but the truth comes with a price the young pilot may not be ready to pay.

[Written by MAL Rewrite]",https://myanimelist.net/anime/3089/The_Sky_Crawlers,20-11-2023,Top Anime
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,OVA,7.27,4856,13146,2794,5562,"Action, Fantasy, Martial Arts, Mythology, Shounen",Pierrot,"Eizou Hakusho II actually consists of four separate volumes. Each volume focuses around one of the main characters; Yusuke, Kurama, Hiei, or Kuwabara. Each episode is basically recap about the specific character's involvement in the series.

The beginning of each episode also contains a short music video about the specific character, with a song by its seiyuu.",https://myanimelist.net/anime/2126/Yuu☆Yuu☆Hakusho__Eizou_Hakusho_II,20-11-2023,Top Anime
Kanojo to Kanojo no Neko,OVA,7.27,53589,97734,2795,2037,"Slice of Life, Pets",CoMix Wave Films,"It was on a rainy spring day that Chobi became a young woman's pet cat. Though he immediately fell in love with the beautiful and kind person who took him in, he can never hope to fully understand the complex world of humans. Over the course of their first year living in the same apartment, Chobi and his new owner live in their own separate worlds⁠—standing alone yet close together.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1004/Kanojo_to_Kanojo_no_Neko,20-11-2023,Top Anime
Kidou Keisatsu Patlabor,OVA,7.27,13002,35838,2796,3607,"Comedy, Sci-Fi, Detective, Mecha",Studio Deen,"As the human race evolves, so does its technology. Engineers have successfully created robots dubbed ""Labors"" for mass distribution, utilized by society for a number of everyday tasks. However, there are criminals who manage to get their hands on these Labors, using them for their own nefarious means.

To combat this new form of delinquency, police around the world begin using ""Patrol Labors"" or ""Patlabors"" to put a stop to Labor-related crimes. Rookie police officer Noa Izumi is drafted into a special Patlabor unit, getting her own mechanical suit to fight crime. Naming this machine Alphonse, Izumi works tirelessly alongside her peers to keep civilization safe from those who would use this advanced technology to harm others.

As Izumi becomes further ingrained within her unit, she must also learn how to navigate both her social and professional spheres with grace and wit. She befriends the aloof Asuma Shinohara, fellow pilot Isao Oota, and the other members of her brigade as she helps them to combat conspiratorial plots, workplace revolts, and supernatural beings.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1288/Kidou_Keisatsu_Patlabor,20-11-2023,Top Anime
Kidou Senshi Gundam SEED Special Edition,Special,7.27,4474,10679,2797,6048,"Action, Sci-Fi, Mecha, Military, Space",Sunrise,"Three TV movies complied from Kidou Senshi Gundam SEED series.

1. The Empty Battlefield (Kokuu no Senjou)
2. The Far-Away Dawn (Harukanaru Akatsuki)
3. The Rumbling Sky (Meidou no Sora)

Much like the Kidou Senshi Gundam theatrical movies, the Gundam Seed: Special Edition movies are intended to be an override of the story from the TV series.

These episodes are in fact a complete recap of all 50 episodes of the TV series and were first shown on television in Japan. The special edition episodes feature some new scenes and tweaks to previously animated scenes. The first special, The Empty Battlefield, which compiled episodes 1–21 of the series, was aired in two parts on Japanese TV in March 2004, followed by the next special, The Far-Away Dawn, which was episodes 22–40, in July 2004. The final special, The Rumbling Sky, which was episodes 41–50. While the story is overall unchanged, there are a few minor changes. In addition, several scenes are re-animated and re-dubbed.

(Source: Wikipedia)",https://myanimelist.net/anime/2269/Kidou_Senshi_Gundam_SEED_Special_Edition,20-11-2023,Top Anime
KimiKiss Pure Rouge,TV,7.27,40690,89523,2798,2158,"Drama, Romance, School",J.C.Staff,"Kouichi Sanada and Kazuki Aihara's childhood friend Mao Mizusawa has returned after living in France for a couple of years. Kouichi is surprised to learn that, since her parents are remaining overseas for the time being, his mother has agreed to let Mao stay with them. The three friends help each other deal with the ups and downs of high school romance.

(Source: ANN)",https://myanimelist.net/anime/2927/KimiKiss_Pure_Rouge,20-11-2023,Top Anime
Koutetsujou no Kabaneri,TV,7.27,423285,797780,2799,226,"Action, Fantasy, Horror, Suspense, Gore, Historical, Survival",Wit Studio,"The world is in the midst of the industrial revolution when horrific creatures emerge from a mysterious virus, ripping through the flesh of humans to sate their never-ending appetite. The only way to kill these beings, known as ""Kabane,"" is by destroying their steel-coated hearts. However, if bitten by one of these monsters, the victim is doomed to a fate worse than death, as the fallen rise once more to join the ranks of their fellow undead.

Only the most fortified of civilizations have survived this turmoil, as is the case with the island of Hinomoto, where mankind has created a massive wall to protect themselves from the endless hordes of Kabane. The only way into these giant fortresses is via heavily-armored trains, which are serviced and built by young men such as Ikoma. Having created a deadly weapon that he believes will easily pierce through the hearts of Kabane, Ikoma eagerly awaits the day when he will be able to fight using his new invention. Little does he know, however, that his chance will come much sooner than he expected...

[Written by MAL Rewrite]",https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri,20-11-2023,Top Anime
Kuma Kuma Kuma Bear Punch!,TV,7.27,24642,70841,2800,2480,"Adventure, Comedy, Fantasy, Isekai",EMT Squared,"Ever since moving to an in-game world after countless hours of VRMMO grinding, Yuna now calls Crimonia—the city where she started—home. While maintaining her reputation as a renowned adventurer, she continues to manage her businesses; but most importantly, Yuna spends time with the people she has grown to love. Nevertheless, this world has a lot more to offer the carefree adventurer. It is up to Yuna to discover these wonders, and perhaps help more people in need as she encounters their various plights.

[Written by MAL Rewrite]",https://myanimelist.net/anime/45486/Kuma_Kuma_Kuma_Bear_Punch,20-11-2023,Top Anime
Kuroko no Basket: Oshaberi Shiyokka,Special,7.27,24466,48888,2801,3045,"Sports, School, Team Sports, Shounen",Production I.G,Special included on Kuroko no Basket Fan Disc 1: Owara nai Natsu.,https://myanimelist.net/anime/17259/Kuroko_no_Basket__Oshaberi_Shiyokka,20-11-2023,Top Anime
Legend of Basara,TV,7.27,3952,12827,2802,5623,"Adventure, Award Winning, Drama, Fantasy, Romance, Shoujo",KSS,"In a small village, twins are born: a boy, Tatara, and a girl, Sarasa. The prophet Nagi declares that Tatara is the chosen one who will free Japan from the tyrannical rule of the King and his four sons. But when the ruthless Red King slays Tatara, Sarasa must take on her brother's name and responsibilities and embark on a quest to free Japan and deliver vengeance to the Red King. 

(Source: ANN)",https://myanimelist.net/anime/633/Legend_of_Basara,20-11-2023,Top Anime
Macross Δ,TV,7.27,26437,76463,2803,2372,"Action, Romance, Sci-Fi, Mecha, Military, Music, Space",Satelight,"Eight years after the events of Macross F, a mysterious phenomenon known as the Var Syndrome is gradually consuming the galaxy. It's up to a new generation of highly capable Valkyrie pilots to deal with this universal menace. And if they didn't have enough on their plate already, the Aerial Knights Valkyrie fighter team from the Kingdom of Wind have come to challenge the Delta Squadron.",https://myanimelist.net/anime/28013/Macross_Δ,20-11-2023,Top Anime
Mazinger Z,TV,7.27,6667,17482,2804,4983,"Action, Drama, Sci-Fi, Mecha, Shounen",Toei Animation,"The villainous Dr. Hell has amassed an army of mechanical beasts in his secret hideaway, the island of Bardos located in the Aegean Sea. He is capable of controlling mechanized beasts with his cane, and instructs them to unleash devastating attacks. However, Dr. Hell doesn't do all the dirty work by himself; he has his loyal henchman Baron Ashura to carry out his devilish plans.

There are also those that will see to it that evil does not prevail. Kouji Kabuto is the young and feisty teenager with a score to settle: his goal is avenging the murder of his grandfather by Dr. Hell. And he might just be able to pull it off, as he is the pilot of Mazinger Z, a mighty giant robot made out of an indestructible metal known as Super-Alloy Z.

Mazinger Z boasts several powerful special attacks. By channeling Photonic Energy through its eyes, and unleashing the Koushiryoku Beam, it can cause great destruction. But things get really cool when Mazinger Z launches its Rocket Punch attack. Dr. Hell and his minions might have just found their match!",https://myanimelist.net/anime/2253/Mazinger_Z,20-11-2023,Top Anime
Motto To LOVE-Ru,TV,7.27,189256,329424,2805,690,"Comedy, Sci-Fi, Ecchi, Harem, School, Shounen",Xebec,"Rito Yuuki never gets a break—he's always finding himself in lewd accidents with girls around him. Although his heart still yearns for Haruna, his childhood love, Rito can't help but question his feelings for Lala, the alien princess who appeared in front of him and declared she would marry him. But now, it's not just Lala he has to deal with: her younger twin sisters, Momo and Nana, have also traveled to Earth, wanting to meet their older sister's fiancé, and just as luck would have it, they end up staying at Rito's home.

Meanwhile, amidst the bustle of his new family members, Yami, the human weapon girl, begins her pursuit for Rito. It's not an easy life for Rito as he deals with uncertain love, punishment for being a pervert, and a girl dead set on murdering him.

[Written by MAL Rewrite]",https://myanimelist.net/anime/9181/Motto_To_LOVE-Ru,20-11-2023,Top Anime
Natsu no Arashi! Akinaichuu,TV,7.27,7823,20752,2806,4637,"Comedy, Romance, Supernatural, Time Travel, Shounen",Shaft,"The summer of a man's boyhood memories continue. Still on the cusp between childhood and being a man, he has linked with the ghost of a young woman from the World War 2 era. She, and the ghosts of other young ladies from that time, continue adventures alongside their linked partners, learning more about each other and travelling through time via their supernatural connection. While he struggles to see his crush on her come to fruition, meanwhile his friend—a girl his age, pretending to be a boy—seeks his attention as well.

(Source: ANN)",https://myanimelist.net/anime/6712/Natsu_no_Arashi_Akinaichuu,20-11-2023,Top Anime
Nerima Daikon Brothers,TV,7.27,3586,8947,2807,6502,"Comedy, Music",Studio Hibari,"In the town of Nerima, the boisterous Hideki and his stoic brother Ichiro run a daikon radish farm along with Mako, their bubbly but vain cousin. The three dream of raising the money needed to build their own concert hall, where their band—Nerima Daikon Brothers—would perform and hopefully rise to stardom. But their farm and Ichiro's host club job aren't raising money fast enough for their liking, leading them to resort to get-rich-quick schemes.

Their plans usually involve tracking down evil-doers and then stealing their ill-gotten gains. Yet, while they usually do put a stop to the villains, they always end the day no richer than before. However, neither these failures nor interference from the policewoman Yukika Karakuri can come between this trio and their dream! With help from gadgets provided by the rental shop owner Nabeshin, the Nerima Daikon Brothers get themselves into and out of all kinds of ridiculous situations through their boisterous singing and comedy.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1655/Nerima_Daikon_Brothers,20-11-2023,Top Anime
Nijiiro Days,TV,7.27,97575,229577,2808,1012,"Comedy, Romance, School, Shoujo",Production Reed,"Nijiiro Days follows the colorful lives and romantic relationships of four high school boys—Natsuki Hashiba, a dreamer with delusions of love; Tomoya Matsunaga, a narcissistic playboy who has multiple girlfriends; Keiichi Katakura, a kinky sadist who always carries a whip; and Tsuyoshi Naoe, an otaku who has a cosplaying girlfriend.

When his girlfriend unceremoniously dumps him on Christmas Eve, Natsuki breaks down in tears in the middle of the street and is offered tissues by a girl in a Santa Claus suit. He instantly falls in love with this girl, Anna Kobayakawa, who fortunately attends the same school as him. Natsuki's pursuit of Anna should have been simple and uneventful; however, much to his dismay, his nosy friends constantly meddle in his relationship, as they strive to succeed in their own endeavors of love.

[Written by MAL Rewrite]",https://myanimelist.net/anime/31414/Nijiiro_Days,20-11-2023,Top Anime
Ousama Ranking: Yuuki no Takarabako,TV,7.27,30259,126540,2809,1691,"Adventure, Fantasy",Wit Studio,"""A treasure chest of unspoken courage is opened.""

The special is described as a collection of shorts, showing past instances of courage and personal growth by the cast of Ousama Ranking. 

(Source: Ranking of Kings Wiki)",https://myanimelist.net/anime/52657/Ousama_Ranking__Yuuki_no_Takarabako,20-11-2023,Top Anime
Pokemon Diamond & Pearl,TV,7.27,88813,144238,2810,1526,"Action, Adventure, Comedy, Fantasy, Kids",OLM,"Following the end of Satoshi's Hoenn journey, he travels to the Sinnoh region for his next adventure en route to becoming a Pokémon Master. Immediately upon arrival, Team Rocket makes another attempt to snatch Pikachu, only for it to fail once again. However, Pikachu has fallen deep into a forest and it's up to Satoshi to find him! Along the way, he reunites with Takeshi—a Pokémon breeder with whom he has traveled through many regions—and meets his soon-to-be rival, Shinji, a power-hungry trainer who cares little for his Pokémons' feelings.

Still in search for Pikachu, Satoshi notices a powerful electric attack in the distance and heads toward it to find Pikachu with Team Rocket and Hikari—a novice trainer aiming to be the top Pokémon coordinator. After foiling Team Rocket's plans, Satoshi reunites with Pikachu and Hikari joins the group. And thus, Ash and his friends begin their journey through the exciting land of Sinnoh.

[Written by MAL Rewrite]",https://myanimelist.net/anime/1565/Pokemon_Diamond___Pearl,20-11-2023,Top Anime
Potemayo Specials,Special,7.27,2056,3932,2811,8913,"Comedy, School, Seinen",J.C.Staff,Potemayo DVD specials.,https://myanimelist.net/anime/3292/Potemayo_Specials,20-11-2023,Top Anime
Rokka no Yuusha,TV,7.27,328349,624390,2812,327,"Action, Adventure, Fantasy, Mystery",Passione,"An ancient legend states that with the revival of the Demon God, six heroes—the Braves of the Six Flowers—will be chosen by the Goddess of Fate, granting them power to rise up against the fiends attempting to turn the world into a living hell. Adlet Mayer, self-proclaimed ""Strongest Man in the World,"" has arrived at the continent of Piena in hopes of becoming a Brave. Although it doesn't go as smoothly as he had planned, Adlet is ultimately chosen as one of the six heroes shortly after being greeted by Nashetania Loei Piena Augustra, crown princess and fellow Brave.

Rokka no Yuusha follows the two as they embark upon their destined journey to fight the Demon God, intending to meet up with their fellow heroes at a small temple outside of the Land of the Howling Demons, the fiends' domain. However, when they finally unite, seven heroes are present, and soon the others begin to suspect Adlet to be a fraud. Now on the run, Adlet must utilize his unique skill set and wit in a fight for his life to identify which member of the group is the true impostor before it's too late!

[Written by MAL Rewrite]",https://myanimelist.net/anime/28497/Rokka_no_Yuusha,20-11-2023,Top Anime
Sabage-bu! Specials,Special,7.27,8505,19007,2813,4830,"Action, Comedy, CGDCT, School, Shoujo",Pierrot Plus,Short OVA bundled with the volumes 1 to 6 of the Blu-ray releases of Sabagebu!,https://myanimelist.net/anime/25647/Sabage-bu_Specials,20-11-2023,Top Anime
Sekirei: Pure Engagement,TV,7.27,131573,239062,2814,975,"Action, Comedy, Ecchi, Harem, Super Power, Seinen",Seven Arcs,"The second stage of the battle royale known as the Sekirei Plan is underway. Shintou Teito has been closed off; no Sekirei or Ashikabi may leave. Minato Sahashi and his harem of Sekirei must now prepare to fight new battles as changes to the rules are put into place. However, not all groups will return to the battle: some Sekirei are loved very much by their Ashikabi partners, who would rather forfeit the prize than see them perish.

In the midst of the action, someone close to Minato may be more involved than he had ever imagined, and threats lurk around every corner. There are even rumors that the ""Single Numbers,"" the most powerful type of Sekirei, have entered the fray. In the eyes of the ""Game Master"" Minaka Hiroto, everything is proceeding according to plan.

[Written by MAL Rewrite]",https://myanimelist.net/anime/5277/Sekirei__Pure_Engagement,20-11-2023,Top Anime
Senjou no Valkyria 3: Tagatame no Juusou,OVA,7.27,6231,15226,2815,5246,"Action, Fantasy, Military",A-1 Pictures,"The Second Europa War is being fought between Gallia and the East Europan Imperial Alliance, and a penal military unit known as the Nameless is on the run from both superpowers. Deemed rebels by Gallia and also a priority target of the Empire, the Nameless struggle to find their place in the raging war. To make matters worse, the company's tank driver, Gusurg, abandons them to fight for the Empire.

After liberating a small town from the Empire, the Nameless come across Isara Welkin, an injured tank driver from Gallia's Squad 7. Isara explains to the Nameless' leader, Kurt Irving, that her squad is retreating from a failed raid and pleads for the Nameless to save them. They now face a difficult decision: remain in hiding, or redeem themselves only to aid the nation that marked them as traitors.

[Written by MAL Rewrite]",https://myanimelist.net/anime/9793/Senjou_no_Valkyria_3__Tagatame_no_Juusou,20-11-2023,Top Anime
Shinryaku! Ika Musume Specials,Special,7.27,12197,23477,2816,4406,"Comedy, Anthropomorphic, Shounen",Diomedéa,"""Mini Ika-Musume"" side-story episodes.",https://myanimelist.net/anime/9888/Shinryaku_Ika_Musume_Specials,20-11-2023,Top Anime
Kakumeiki Valvrave 2nd Season,TV,7.26,52760,92727,2817,2110,"Action, Sci-Fi, Mecha, Military, Space",Sunrise,"Haruto and his comrades continue to fight against the forces of Dorssia. However, many things remain unanswered in the midst of battle, including the past of L-Elf and his fellow soldier's past, the destiny of the mysterious girl Liselotte, and the feelings of Haruto, Shouko, and Saki. The relationships and loyalty of each and every member of each army will be tested as the clash of ideals and power reaches its climax.

(Source: ANN)",https://myanimelist.net/anime/18295/Kakumeiki_Valvrave_2nd_Season,20-11-2023,Top Anime
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,Movie,7.26,2681,5698,2818,7784,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Sunrise,"During a vacation Natsumi is visited by a female alien and male alien who she later gains feelings for from the ocean that makes her the Deep Sea Princess who, along with the rest of the Keroro Platoon, encounter many dangers summoned by a mysterious creature. 

(Source: Wikipedia)",https://myanimelist.net/anime/2408/Keroro_Gunsou_Movie_2__Shinkai_no_Princess_de_Arimasu,20-11-2023,Top Anime
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Movie,7.26,1967,4470,2819,8562,Comedy,Sunrise,"Mysterious giant beings called ""Ryū no Shippo"" (Dragon Tails) appeared across the world. Due to the danger it could bring, the Keroro Platoon did a worldwide research on the Dragon Tails, but Tamama suddenly disappeared during the research. Because of this, the whole platoon started their search for Tamama and ended up in Mont-Saint-Michel, France where they met mysterious girl named Sion, who holds the mysterious Ryū no Hon (Dragon Book). But little they know about the secrets about her and the worldwide calamity that would destroy the entire world, as they know it...

(Source: ANN)",https://myanimelist.net/anime/5710/Keroro_Gunsou_Movie_4__Gekishin_Dragon_Warriors_de_Arimasu,20-11-2023,Top Anime
Kidou Tenshi Angelic Layer,TV,7.26,28756,58014,2820,2784,"Award Winning, Comedy, Drama, Sci-Fi, Strategy Game, Shounen",Bones,"12-year-old Misaki Suzuhara has just gotten involved in Angelic Layer, a battling game using electronic dolls called angels. Even as a newbie, Misaki shows advanced skills as she meets new friends and enters Angelic Layer tournaments to fight the greatest Angelic Layer champions of the nation.",https://myanimelist.net/anime/52/Kidou_Tenshi_Angelic_Layer,20-11-2023,Top Anime
Konjiki no Gash Bell!!: 101 Banme no Mamono,Movie,7.26,3927,8590,2821,6605,"Adventure, Supernatural, Shounen",Toei Animation,"During the Summer holidays, Gash and gang decide to head for Fuji Mountain for a picnic gathering. There, they encounter a girl with a white magical book. Her name is Kotoha and her book has a message saying that Gash's mother is located a cave in the forest. However, when they eventually found the cave, there was already a blond-haired youth by the name of Wiseman. In order to rescue Wiseman, Gash and the others attempt to proceed into the depths of the cave and stumble upon the entrance to another world. Soon later, the strongest warrior, the Black Knight, appeared before them. Thinking that Gash was the one who stole the 101th magical book, the Black Knight started to attack them. Gash and Kiyomaro have to find the real criminal in exactly 24 hours, or else they will be stuck in the alternative world forever.",https://myanimelist.net/anime/844/Konjiki_no_Gash_Bell__101_Banme_no_Mamono,20-11-2023,Top Anime
Kowarekake no Orgel (Movie),Movie,7.26,6312,15656,2822,5180,"Drama, Sci-Fi, Music",Actas,"In 2039, helper androids are widespread as general purpose electronics. 

Keiichiro lost his family in a traffic accident and retired from his band. One day, he finds an old model android in a garbage dump. He takes her home but after taking her to a repair shop he was told she couldn't be repaired so he planned to throw her away, but the next day he finds her making breakfast for him. Thus begin the summer days of a memoryless android and a dreamless boy. 

Kowarekake no Orgel was originally an independent animation released as an OVA. Later on it received a theatrical release that is a bit different and longer than the original.",https://myanimelist.net/anime/10918/Kowarekake_no_Orgel_Movie,20-11-2023,Top Anime
Kyouran Kazoku Nikki,TV,7.26,10771,28470,2823,4032,"Comedy, Sci-Fi",Nomad,"Midarezaki Ouka is used to having strange things happen to him -after all, he is the head of the Great Japanese Empire Paranormal Phenomena Bureau of Measures. But when he catches a small cat girl in the shopping district stealing apples, his whole life rearranges to fit a new operation... 

OPERATION COZY FAMILY. 

Thousands of years ago, Enka the God of Destruction, was killed. However, with a dying breath it claimed that its child would appear and destroy humanity. Now in futuristic Japan, all of the potential children of Enka have been found and placed into a haphazard family. 

Teika the lion, Gekka the jellyfish, Yuuka the oni, Ginka the cross-dressing mafia son, and Hyouka the bioweapon--along with their parents Ouka and Kyouka (the ruler of a demon underworld)--all live under one roof in a family frenzy.",https://myanimelist.net/anime/3577/Kyouran_Kazoku_Nikki,20-11-2023,Top Anime
Kyuuketsuki Sugu Shinu,TV,7.26,31779,87025,2824,2193,"Comedy, Supernatural, Adult Cast, Gag Humor, Vampire, Shounen",Madhouse,"Vampires are known to have many weaknesses that balance out their incredible power, but the vampire lord Draluc happens to be weak to pretty much anything.

The vampire hunter Ronald receives a job to infiltrate the castle of the so-called ""Invincible Progenitor"" and rescue a woman's son from the monster within. But upon arriving, he is dumbfounded to discover that the vampire quickly turns to ash by something as trivial as a clap of his hands! Moreover, the child he was sent to save had merely wandered in to play the vampire lord's video games while he slept!

In a disastrous turn of events, Draluc's castle is destroyed, and the fragile vampire decides to move in with the hunter who has only just defeated him. Ronald, Draluc, and the vampire's pet armadillo John form quite the eccentric team as they are forced to work together while fending off Ronald's violent editor, the lesser vampires plaguing the city, and even their fellow vampire hunters.

[Written by MAL Rewrite]",https://myanimelist.net/anime/41833/Kyuuketsuki_Sugu_Shinu,20-11-2023,Top Anime
Maria-sama ga Miteru 3rd Specials,Special,7.26,3509,7332,2825,7047,"Comedy, Girls Love, Shoujo",Studio Deen,"A series of chibi-style ""outtakes"" from the ""shooting"" of the Mariamite series.",https://myanimelist.net/anime/2954/Maria-sama_ga_Miteru_3rd_Specials,20-11-2023,Top Anime
Maria-sama ga Miteru: Haru Specials,Special,7.26,3993,8713,2826,6565,"Drama, Girls Love, School, Shoujo",Studio Deen,Specials of Maria-sama ga Miteru: Haru released on the DVDs only.,https://myanimelist.net/anime/3469/Maria-sama_ga_Miteru__Haru_Specials,20-11-2023,Top Anime
Mary to Majo no Hana,Movie,7.26,51205,95336,2827,2067,"Adventure, Fantasy",Studio Ponoc,"Mary Smith is a clumsy girl with wild red hair who can't seem to do anything right. After moving in with her Great Aunt Charlotte, Mary finds herself lonely and bored, until one day she spies a cat which seems to keep changing color every time she sees it. Curiosity gets the better of her and she follows it into nearby woods. Deep in the forest, the cat takes her to a clearing with dead trees and brown grass, where the only sign of life is a cluster of mysterious blue flowers that Mary has never seen before. The gardener of the estate later tells her that the rare species is called ""Fly-by-Night,"" and is said to be sought by witches for its incredible magical power.

When the strange cat returns to her one night, Mary is led once again into the woods, but this time to an old broomstick hidden by a gnarled tree. After she clumsily squashes some Fly-by-Night against the broomstick, it begins to glow, whisking her off into the sky. Her wayward journey ends at the Endor College for Witches, where she is mistaken for a new student. And so, Mary must learn to look after herself in this marvelous new world of magic, where things are not always as they seem.

[Written by MAL Rewrite]",https://myanimelist.net/anime/34541/Mary_to_Majo_no_Hana,20-11-2023,Top Anime
Mnemosyne: Mnemosyne no Musume-tachi,TV,7.26,72346,182397,2828,1259,"Action, Girls Love, Horror, Sci-Fi, Supernatural, Gore",Xebec,"Immortality is something many people would wish for. But would it be such a coveted ability if people knew they would be subject to countless attacks because of it? Such is the case for Rin Asougi, an immortal private investigator, because there is no shortage of people who want her dead. Over the centuries, she has met many grisly ends, but each time, she returns to life as if nothing had happened.

In 1990, while looking for a lost cat, Rin runs into Kouki Maeno, a man who feels that his memories are wrong. Agreeing to help him, Rin discovers that Kouki is not what he seems, all the while drawing closer to her true enemy. This adversary knows Rin and her kind all too well, and if she dies by his hand, she may stay dead permanently.

[Written by MAL Rewrite]",https://myanimelist.net/anime/3342/Mnemosyne__Mnemosyne_no_Musume-tachi,20-11-2023,Top Anime
Moonlight Mile 2nd Season: Touch Down,TV,7.26,1772,5063,2829,8189,"Adventure, Drama, Sci-Fi, Space",Studio Hibari,The second season of Moonlight Mile.,https://myanimelist.net/anime/2929/Moonlight_Mile_2nd_Season__Touch_Down,20-11-2023,Top Anime
